id,pathwayName,M
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",7
R-HSA-975163,"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",15
R-HSA-975574,"Reactions specific to the hybrid N-glycan synthesis pathway",1
R-HSA-975577,"N-Glycan antennae elongation",15
R-HSA-975578,"Reactions specific to the complex N-glycan synthesis pathway",10
R-HSA-975634,"Retinoid metabolism and transport",44
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",10
R-HSA-975956,"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",96
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",116
R-HSA-977068,"Termination of O-glycan biosynthesis",26
R-HSA-977225,"Amyloid fiber formation",79
R-HSA-977347,"Serine biosynthesis",9
R-HSA-977443,"GABA receptor activation",17
R-HSA-977444,"GABA B receptor activation",2
R-HSA-977606,"Regulation of Complement cascade",110
R-HSA-982772,"Growth hormone receptor signaling",24
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",309
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",26
R-HSA-983189,Kinesins,62
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",96
R-HSA-983695,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",92
R-HSA-983712,"Ion channel transport",24
R-HSA-997272,"Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits",29
R-MMU-1059683,"Interleukin-6 signaling",11
R-MMU-109704,"PI3K Cascade",39
R-MMU-110056,"MAPK3 (ERK1) activation",10
R-MMU-110312,"Translesion synthesis by REV1",16
R-MMU-110314,"Recognition of DNA damage by PCNA-containing replication complex",30
R-MMU-110320,"Translesion Synthesis by POLH",19
R-MMU-110328,"Recognition and association of DNA glycosylase with site containing an affected pyrimidine",1
R-MMU-110329,"Cleavage of the damaged pyrimidine",8
R-MMU-110330,"Recognition and association of DNA glycosylase with site containing an affected purine",36
R-MMU-110331,"Cleavage of the damaged purine",38
R-MMU-110357,"Displacement of DNA glycosylase by APEX1",9
R-MMU-110362,"POLB-Dependent Long Patch Base Excision Repair",8
R-MMU-110373,"Resolution of AP sites via the multiple-nucleotide patch replacement pathway",2
R-MMU-110381,"Resolution of AP sites via the single-nucleotide replacement pathway",3
R-MMU-111367,"SLBP independent Processing of Histone Pre-mRNAs",10
R-MMU-111446,"Activation of BIM and translocation to mitochondria",3
R-MMU-111447,"Activation of BAD and translocation to mitochondria",12
R-MMU-111448,"Activation of NOXA and translocation to mitochondria",1
R-MMU-111452,"Activation and oligomerization of BAK protein",2
R-MMU-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",7
R-MMU-111457,"Release of apoptotic factors from the mitochondria",5
R-MMU-111458,"Formation of apoptosome",5
R-MMU-111459,"Activation of caspases through apoptosome-mediated cleavage",6
R-MMU-111463,"SMAC (DIABLO) binds to IAPs",3
R-MMU-111464,"SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes",3
R-MMU-111465,"Apoptotic cleavage of cellular proteins",18
R-MMU-111469,"SMAC, XIAP-regulated apoptotic response",5
R-MMU-111885,"Opioid Signalling",3
R-MMU-111932,"CaMK IV-mediated phosphorylation of CREB",4
R-MMU-111933,"Calmodulin induced events",5
R-MMU-111957,"Cam-PDE 1 activation",4
R-MMU-111995,"phospho-PLA2 pathway",2
R-MMU-112043,"PLC beta mediated events",11
R-MMU-112303,"Electric Transmission Across Gap Junctions",5
R-MMU-112308,"Presynaptic depolarization and calcium channel opening",11
R-MMU-112310,"Neurotransmitter release cycle",1
R-MMU-112311,"Neurotransmitter clearance",2
R-MMU-112314,"Neurotransmitter receptors and postsynaptic signal transmission",6
R-MMU-112382,"Formation of RNA Pol II elongation complex",56
R-MMU-112399,"IRS-mediated signalling",6
R-MMU-112409,"RAF-independent MAPK1/3 activation",10
R-MMU-112411,"MAPK1 (ERK2) activation",9
R-MMU-112412,"SOS-mediated signalling",4
R-MMU-113418,"Formation of the Early Elongation Complex",33
R-MMU-113501,"Inhibition of replication initiation of damaged DNA by RB1/E2F1",10
R-MMU-114294,"Activation, translocation and oligomerization of BAX",2
R-MMU-114508,"Effects of PIP2 hydrolysis",18
R-MMU-114516,"Disinhibition of SNARE formation",5
R-MMU-114604,"GPVI-mediated activation cascade",34
R-MMU-114608,"Platelet degranulation",116
R-MMU-1169091,"Activation of NF-kappaB in B cells",64
R-MMU-1169092,"Activation of RAS in B cells",4
R-MMU-1169408,"ISG15 antiviral mechanism",27
R-MMU-1170546,"Prolactin receptor signaling",9
R-MMU-1181150,"Signaling by NODAL",6
R-MMU-1222556,"ROS and RNS production in phagocytes",32
R-MMU-1227986,"Signaling by ERBB2",15
R-MMU-1234158,"Regulation of gene expression by Hypoxia-inducible Factor",7
R-MMU-1234174,"Cellular response to hypoxia",3
R-MMU-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",65
R-MMU-1236394,"Signaling by ERBB4",8
R-MMU-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",8
R-MMU-1236974,"ER-Phagosome pathway",17
R-MMU-1236977,"Endosomal/Vacuolar pathway",8
R-MMU-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",48
R-MMU-1237044,"Erythrocytes take up carbon dioxide and release oxygen",11
R-MMU-1237112,"Methionine salvage pathway",4
R-MMU-1247673,"Erythrocytes take up oxygen and release carbon dioxide",7
R-MMU-1250196,"SHC1 events in ERBB2 signaling",14
R-MMU-1250342,"PI3K events in ERBB4 signaling",6
R-MMU-1250347,"SHC1 events in ERBB4 signaling",10
R-MMU-1251985,"Nuclear signaling by ERBB4",12
R-MMU-1253288,"Downregulation of ERBB4 signaling",9
R-MMU-1257604,"PIP3 activates AKT signaling",90
R-MMU-1266695,"Interleukin-7 signaling",16
R-MMU-1268020,"Mitochondrial protein import",10
R-MMU-1295596,"Spry regulation of FGF signaling",16
R-MMU-1296025,"ATP sensitive Potassium channels",3
R-MMU-1296041,"Activation of G protein gated Potassium channels",29
R-MMU-1296052,"Ca2+ activated K+ channels",8
R-MMU-1296053,"Classical Kir channels",4
R-MMU-1296061,"HCN channels",4
R-MMU-1296067,"Potassium transport channels",3
R-MMU-1296072,"Voltage gated Potassium channels",40
R-MMU-1299287,"Tandem pore domain halothane-inhibited K+ channel (THIK)",1
R-MMU-1299308,"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)",2
R-MMU-1299316,"TWIK-releated acid-sensitive K+ channel (TASK)",2
R-MMU-1299344,"TWIK-related spinal cord K+ channel (TRESK)",1
R-MMU-1299503,"TWIK related potassium channel (TREK)",2
R-MMU-1300642,"Sperm Motility And Taxes",9
R-MMU-1300645,"Acrosome Reaction and Sperm:Oocyte Membrane Binding",6
R-MMU-1306955,"GRB7 events in ERBB2 signaling",4
R-MMU-1307965,"betaKlotho-mediated ligand binding",3
R-MMU-1358803,"Downregulation of ERBB2:ERBB3 signaling",12
R-MMU-1362409,"Mitochondrial iron-sulfur cluster biogenesis",10
R-MMU-1369007,"Mitochondrial ABC transporters",3
R-MMU-1369062,"ABC transporters in lipid homeostasis",15
R-MMU-139853,"Elevation of cytosolic Ca2+ levels",12
R-MMU-139910,"Activation of BMF and translocation to mitochondria",3
R-MMU-140180,"COX reactions",1
R-MMU-140342,"Apoptosis induced DNA fragmentation",12
R-MMU-140534,"Caspase activation via Death Receptors in the presence of ligand",8
R-MMU-140834,"Extrinsic Pathway of Fibrin Clot Formation",5
R-MMU-140837,"Intrinsic Pathway of Fibrin Clot Formation",23
R-MMU-140875,"Common Pathway of Fibrin Clot Formation",21
R-MMU-141333,"Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB",2
R-MMU-141334,"PAOs oxidise polyamines to amines",2
R-MMU-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",2
R-MMU-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",21
R-MMU-141444,"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal",92
R-MMU-1433557,"Signaling by SCF-KIT",37
R-MMU-1433559,"Regulation of KIT signaling",14
R-MMU-1442490,"Collagen degradation",47
R-MMU-1461957,"Beta defensins",13
R-MMU-1461973,Defensins,23
R-MMU-1462054,Alpha-defensins,16
R-MMU-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",9
R-MMU-1474228,"Degradation of the extracellular matrix",73
R-MMU-1474244,"Extracellular matrix organization",12
R-MMU-1475029,"Reversible hydration of carbon dioxide",12
R-MMU-1482788,"Acyl chain remodelling of PC",27
R-MMU-1482798,"Acyl chain remodeling of CL",4
R-MMU-1482801,"Acyl chain remodelling of PS",22
R-MMU-1482839,"Acyl chain remodelling of PE",27
R-MMU-1482883,"Acyl chain remodeling of DAG and TAG",7
R-MMU-1482922,"Acyl chain remodelling of PI",17
R-MMU-1482925,"Acyl chain remodelling of PG",18
R-MMU-1483076,"Synthesis of CL",1
R-MMU-1483101,"Synthesis of PS",2
R-MMU-1483115,"Hydrolysis of LPC",8
R-MMU-1483148,"Synthesis of PG",1
R-MMU-1483152,"Hydrolysis of LPE",1
R-MMU-1483166,"Synthesis of PA",37
R-MMU-1483191,"Synthesis of PC",26
R-MMU-1483196,"PI and PC transport between ER and Golgi membranes",1
R-MMU-1483206,"Glycerophospholipid biosynthesis",5
R-MMU-1483213,"Synthesis of PE",12
R-MMU-1483226,"Synthesis of PI",5
R-MMU-1483248,"Synthesis of PIPs at the ER membrane",5
R-MMU-1483255,"PI Metabolism",4
R-MMU-1489509,"DAG and IP3 signaling",2
R-MMU-1502540,"Signaling by Activin",11
R-MMU-1538133,"G0 and Early G1",18
R-MMU-156581,Methylation,13
R-MMU-156582,Acetylation,3
R-MMU-156584,"Cytosolic sulfonation of small molecules",14
R-MMU-156588,Glucuronidation,10
R-MMU-156590,"Glutathione conjugation",22
R-MMU-1566948,"Elastic fibre formation",17
R-MMU-1566977,"Fibronectin matrix formation",4
R-MMU-156711,"Polo-like kinase mediated events",5
R-MMU-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",105
R-MMU-156842,"Eukaryotic Translation Elongation",4
R-MMU-156902,"Peptide chain elongation",1
R-MMU-159227,"Transport of the SLBP independent Mature mRNA",32
R-MMU-159230,"Transport of the SLBP Dependant Mature mRNA",33
R-MMU-159231,"Transport of Mature mRNA Derived from an Intronless Transcript",39
R-MMU-159236,"Transport of Mature mRNA derived from an Intron-Containing Transcript",65
R-MMU-1592389,"Activation of Matrix Metalloproteinases",50
R-MMU-159418,"Recycling of bile acids and salts",15
R-MMU-159740,"Gamma-carboxylation of protein precursors",9
R-MMU-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",9
R-MMU-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",10
R-MMU-1606341,"IRF3 mediated activation of type 1 IFN",1
R-MMU-1614517,"Sulfide oxidation to sulfate",4
R-MMU-1614558,"Degradation of cysteine and homocysteine",7
R-MMU-1614603,"Cysteine formation from homocysteine",2
R-MMU-1614635,"Sulfur amino acid metabolism",6
R-MMU-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",10
R-MMU-162699,"Synthesis of dolichyl-phosphate mannose",3
R-MMU-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",16
R-MMU-162791,"Attachment of GPI anchor to uPAR",7
R-MMU-163125,"Post-translational modification: synthesis of GPI-anchored proteins",58
R-MMU-163210,"Formation of ATP by chemiosmotic coupling",18
R-MMU-163282,"Mitochondrial transcription initiation",3
R-MMU-1632852,Macroautophagy,65
R-MMU-163316,"Mitochondrial transcription termination",1
R-MMU-163358,"PKA-mediated phosphorylation of key metabolic factors",1
R-MMU-163359,"Glucagon signaling in metabolic regulation",2
R-MMU-163560,"Triglyceride catabolism",11
R-MMU-163615,"PKA activation",16
R-MMU-163680,"AMPK inhibits chREBP transcriptional activation activity",6
R-MMU-163754,"Insulin effects increased synthesis of Xylulose-5-Phosphate",2
R-MMU-163765,"ChREBP activates metabolic gene expression",6
R-MMU-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",6
R-MMU-164378,"PKA activation in glucagon signalling",6
R-MMU-1650814,"Collagen biosynthesis and modifying enzymes",56
R-MMU-165158,"Activation of AKT2",4
R-MMU-165159,"MTOR signalling",17
R-MMU-165160,"PDE3B signalling",1
R-MMU-165181,"Inhibition of TSC complex formation by PKB",3
R-MMU-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",7
R-MMU-166016,"Toll Like Receptor 4 (TLR4) Cascade",17
R-MMU-166020,"Transfer of LPS from LBP carrier to CD14",2
R-MMU-1660499,"Synthesis of PIPs at the plasma membrane",47
R-MMU-1660514,"Synthesis of PIPs at the Golgi membrane",16
R-MMU-1660516,"Synthesis of PIPs at the early endosome membrane",15
R-MMU-1660517,"Synthesis of PIPs at the late endosome membrane",10
R-MMU-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",4
R-MMU-1660661,"Sphingolipid de novo biosynthesis",46
R-MMU-1660662,"Glycosphingolipid metabolism",39
R-MMU-166166,"MyD88-independent TLR4 cascade",6
R-MMU-166208,"mTORC1-mediated signalling",24
R-MMU-1663150,"The activation of arylsulfatases",8
R-MMU-166662,"Lectin pathway of complement activation",6
R-MMU-166663,"Initial triggering of complement",22
R-MMU-166665,"Terminal pathway of complement",6
R-MMU-167044,"Signalling to RAS",5
R-MMU-167060,"NGF processing",3
R-MMU-167826,"The fatty acid cycling model",4
R-MMU-167827,"The proton buffering model",4
R-MMU-1679131,"Trafficking and processing of endosomal TLR",17
R-MMU-168138,"Toll Like Receptor 9 (TLR9) Cascade",5
R-MMU-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",1
R-MMU-168638,"NOD1/2 Signaling Pathway",34
R-MMU-169911,"Regulation of Apoptosis",2
R-MMU-170660,"Adenylate cyclase activating pathway",10
R-MMU-170670,"Adenylate cyclase inhibitory pathway",14
R-MMU-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",29
R-MMU-170968,"Frs2-mediated activation",11
R-MMU-170984,"ARMS-mediated activation",4
R-MMU-171007,"p38MAPK events",8
R-MMU-171319,"Telomere Extension By Telomerase",21
R-MMU-173599,"Formation of the active cofactor, UDP-glucuronate",3
R-MMU-173623,"Classical antibody-mediated complement activation",15
R-MMU-173736,"Alternative complement activation",4
R-MMU-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",24
R-MMU-174084,"Autodegradation of Cdh1 by Cdh1:APC/C",63
R-MMU-174154,"APC/C:Cdc20 mediated degradation of Securin",67
R-MMU-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",73
R-MMU-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",72
R-MMU-174362,"Transport and synthesis of PAPS",6
R-MMU-174403,"Glutathione synthesis and recycling",12
R-MMU-174411,"Polymerase switching on the C-strand of the telomere",25
R-MMU-174414,"Processive synthesis on the C-strand of the telomere",14
R-MMU-174417,"Telomere C-strand (Lagging Strand) Synthesis",11
R-MMU-174430,"Telomere C-strand synthesis initiation",13
R-MMU-174437,"Removal of the Flap Intermediate from the C-strand",17
R-MMU-174577,"Activation of C3 and C5",6
R-MMU-176187,"Activation of ATR in response to replication stress",37
R-MMU-176407,"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase",20
R-MMU-176408,"Regulation of APC/C activators between G1/S and early anaphase",25
R-MMU-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",21
R-MMU-176412,"Phosphorylation of the APC/C",20
R-MMU-176417,"Phosphorylation of Emi1",6
R-MMU-176974,"Unwinding of DNA",4
R-MMU-177128,"Conjugation of salicylate with glycine",5
R-MMU-177135,"Conjugation of benzoate with glycine",4
R-MMU-177162,"Conjugation of phenylacetate with glutamine",2
R-MMU-177504,"Retrograde neurotrophin signalling",11
R-MMU-177929,"Signaling by EGFR",10
R-MMU-179409,"APC-Cdc20 mediated degradation of Nek2A",26
R-MMU-179812,"GRB2 events in EGFR signaling",13
R-MMU-1799339,"SRP-dependent cotranslational protein targeting to membrane",85
R-MMU-180024,"DARPP-32 events",16
R-MMU-180292,"GAB1 signalosome",17
R-MMU-180336,"SHC1 events in EGFR signaling",14
R-MMU-1810476,"RIP-mediated NFkB activation via ZBP1",12
R-MMU-181429,"Serotonin Neurotransmitter Release Cycle",16
R-MMU-181430,"Norepinephrine Neurotransmitter Release Cycle",16
R-MMU-182971,"EGFR downregulation",31
R-MMU-1834941,"STING mediated induction of host immune responses",2
R-MMU-1834949,"Cytosolic sensors of pathogen-associated DNA",1
R-MMU-1855167,"Synthesis of pyrophosphates in the cytosol",10
R-MMU-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",12
R-MMU-1855191,"Synthesis of IPs in the nucleus",4
R-MMU-1855204,"Synthesis of IP3 and IP4 in the cytosol",24
R-MMU-1855231,"Synthesis of IPs in the ER lumen",1
R-MMU-186763,"Downstream signal transduction",27
R-MMU-186797,"Signaling by PDGF",29
R-MMU-187042,"TRKA activation by NGF",2
R-MMU-187577,"SCF(Skp2)-mediated degradation of p27/p21",60
R-MMU-189085,"Digestion of dietary carbohydrate",4
R-MMU-189200,"Cellular hexose transport",18
R-MMU-189451,"Heme biosynthesis",14
R-MMU-189483,"Heme degradation",13
R-MMU-190322,"FGFR4 ligand binding and activation",13
R-MMU-190370,"FGFR1b ligand binding and activation",6
R-MMU-190371,"FGFR3b ligand binding and activation",7
R-MMU-190372,"FGFR3c ligand binding and activation",13
R-MMU-190373,"FGFR1c ligand binding and activation",11
R-MMU-190374,"FGFR1c and Klotho ligand binding and activation",3
R-MMU-190375,"FGFR2c ligand binding and activation",13
R-MMU-190377,"FGFR2b ligand binding and activation",9
R-MMU-190704,"Oligomerization of connexins into connexons",1
R-MMU-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",15
R-MMU-190861,"Gap junction assembly",15
R-MMU-190872,"Transport of connexons to the plasma membrane",1
R-MMU-190873,"Gap junction degradation",11
R-MMU-1912408,"Pre-NOTCH Transcription and Translation",2
R-MMU-1912420,"Pre-NOTCH Processing in Golgi",5
R-MMU-191273,"Cholesterol biosynthesis",21
R-MMU-191650,"Regulation of gap junction activity",3
R-MMU-191859,"snRNP Assembly",46
R-MMU-192105,"Synthesis of bile acids and bile salts",13
R-MMU-192456,"Digestion of dietary lipid",6
R-MMU-193048,"Androgen biosynthesis",10
R-MMU-193144,"Estrogen biosynthesis",6
R-MMU-193368,"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",22
R-MMU-193634,"Axonal growth inhibition (RHOA activation)",7
R-MMU-193648,"NRAGE signals death through JNK",49
R-MMU-193692,"Regulated proteolysis of p75NTR",11
R-MMU-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",13
R-MMU-193807,"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",14
R-MMU-193993,"Mineralocorticoid biosynthesis",5
R-MMU-194002,"Glucocorticoid biosynthesis",8
R-MMU-194306,"Neurophilin interactions with VEGF and VEGFR",4
R-MMU-194313,"VEGF ligand-receptor interactions",5
R-MMU-194840,"Rho GTPase cycle",130
R-MMU-195253,"Degradation of beta-catenin by the destruction complex",66
R-MMU-195399,"VEGF binds to VEGFR leading to receptor dimerization",8
R-MMU-196025,"Formation of annular gap junctions",10
R-MMU-196108,"Pregnenolone biosynthesis",12
R-MMU-196299,"Beta-catenin phosphorylation cascade",16
R-MMU-1963640,"GRB2 events in ERBB2 signaling",10
R-MMU-1963642,"PI3K events in ERBB2 signaling",13
R-MMU-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",15
R-MMU-196757,"Metabolism of folate and pterines",16
R-MMU-196780,"Biotin transport and metabolism",11
R-MMU-196783,"Coenzyme A biosynthesis",7
R-MMU-196791,"Vitamin D (calciferol) metabolism",7
R-MMU-196807,"Nicotinate metabolism",12
R-MMU-196819,"Vitamin B1 (thiamin) metabolism",5
R-MMU-196836,"Vitamin C (ascorbate) metabolism",8
R-MMU-196843,"Vitamin B2 (riboflavin) metabolism",6
R-MMU-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",26
R-MMU-197264,"Nicotinamide salvaging",19
R-MMU-198203,"PI3K/AKT activation",9
R-MMU-198323,"AKT phosphorylates targets in the cytosol",11
R-MMU-198693,"AKT phosphorylates targets in the nucleus",10
R-MMU-198753,"ERK/MAPK targets",13
R-MMU-198765,"Signalling to ERK5",1
R-MMU-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",87
R-MMU-199220,"Vitamin B5 (pantothenate) metabolism",5
R-MMU-199418,"Negative regulation of the PI3K/AKT network",8
R-MMU-199920,"CREB phosphorylation",7
R-MMU-199992,"trans-Golgi Network Vesicle Budding",5
R-MMU-200425,"Carnitine metabolism",14
R-MMU-201451,"Signaling by BMP",28
R-MMU-201681,"TCF dependent signaling in response to WNT",16
R-MMU-201688,"WNT mediated activation of DVL",8
R-MMU-201722,"Formation of the beta-catenin:TCF transactivating complex",23
R-MMU-202040,"G-protein activation",28
R-MMU-2022090,"Assembly of collagen fibrils and other multimeric structures",50
R-MMU-2022377,"Metabolism of Angiotensinogen to Angiotensins",15
R-MMU-2022854,"Keratan sulfate biosynthesis",27
R-MMU-2022857,"Keratan sulfate degradation",13
R-MMU-2022870,"Chondroitin sulfate biosynthesis",18
R-MMU-2022923,"Dermatan sulfate biosynthesis",11
R-MMU-2022928,"HS-GAG biosynthesis",29
R-MMU-2024096,"HS-GAG degradation",20
R-MMU-2024101,"CS/DS degradation",14
R-MMU-202424,"Downstream TCR signaling",88
R-MMU-202427,"Phosphorylation of CD3 and TCR zeta chains",15
R-MMU-202430,"Translocation of ZAP-70 to Immunological synapse",12
R-MMU-202433,"Generation of second messenger molecules",23
R-MMU-2025928,"Calcineurin activates NFAT",8
R-MMU-202670,"ERKs are inactivated",12
R-MMU-202733,"Cell surface interactions at the vascular wall",69
R-MMU-2028269,"Signaling by Hippo",16
R-MMU-2029481,"FCGR activation",23
R-MMU-2029482,"Regulation of actin dynamics for phagocytic cup formation",68
R-MMU-2029485,"Role of phospholipids in phagocytosis",32
R-MMU-2032785,"YAP1- and WWTR1 (TAZ)-stimulated gene expression",8
R-MMU-203615,"eNOS activation",11
R-MMU-203641,"NOSTRIN mediated eNOS trafficking",5
R-MMU-203754,"NOSIP mediated eNOS trafficking",2
R-MMU-203927,"MicroRNA (miRNA) biogenesis",7
R-MMU-204005,"COPII-mediated vesicle transport",64
R-MMU-204174,"Regulation of pyruvate dehydrogenase (PDH) complex",15
R-MMU-2046105,"Linoleic acid (LA) metabolism",8
R-MMU-2046106,"alpha-linolenic acid (ALA) metabolism",12
R-MMU-204626,"Hypusine synthesis from eIF5A-lysine",4
R-MMU-205017,"NFG and proNGF binds to p75NTR",2
R-MMU-205025,"NADE modulates death signalling",6
R-MMU-205043,"NRIF signals cell death from the nucleus",15
R-MMU-209543,"p75NTR recruits signalling complexes",13
R-MMU-209560,"NF-kB is activated and signals survival",13
R-MMU-209563,"Axonal growth stimulation",4
R-MMU-209822,"Glycoprotein hormones",9
R-MMU-209905,"Catecholamine biosynthesis",4
R-MMU-209931,"Serotonin and melatonin biosynthesis",5
R-MMU-209952,"Peptide hormone biosynthesis",2
R-MMU-209968,"Thyroxine biosynthesis",5
R-MMU-210455,"Astrocytic Glutamate-Glutamine Uptake And Metabolism",4
R-MMU-210500,"Glutamate Neurotransmitter Release Cycle",22
R-MMU-210990,"PECAM1 interactions",12
R-MMU-210991,"Basigin interactions",25
R-MMU-210993,"Tie2 Signaling",18
R-MMU-211163,"AKT-mediated inactivation of FOXO1A",4
R-MMU-211916,Vitamins,5
R-MMU-211935,"Fatty acids",12
R-MMU-211945,"Phase I - Functionalization of compounds",20
R-MMU-211958,"Miscellaneous substrates",15
R-MMU-211976,"Endogenous sterols",24
R-MMU-211979,Eicosanoids,10
R-MMU-211981,Xenobiotics,21
R-MMU-211994,"Sterols are 12-hydroxylated by CYP8B1",2
R-MMU-211999,"CYP2E1 reactions",9
R-MMU-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",9
R-MMU-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",10
R-MMU-212300,"PRC2 methylates histones and DNA",43
R-MMU-212436,"Generic Transcription Pathway",85
R-MMU-212676,"Dopamine Neurotransmitter Release Cycle",21
R-MMU-212718,"EGFR interacts with phospholipase C-gamma",9
R-MMU-2129379,"Molecules associated with elastic fibres",36
R-MMU-2132295,"MHC class II antigen presentation",126
R-MMU-2142670,"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",7
R-MMU-2142688,"Synthesis of 5-eicosatetraenoic acids",6
R-MMU-2142691,"Synthesis of Leukotrienes (LT) and Eoxins (EX)",19
R-MMU-2142696,"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)",1
R-MMU-2142700,"Synthesis of Lipoxins (LX)",5
R-MMU-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",7
R-MMU-2142753,"Arachidonic acid metabolism",3
R-MMU-2142770,"Synthesis of 15-eicosatetraenoic acid derivatives",6
R-MMU-2142789,"Ubiquinol biosynthesis",4
R-MMU-2142816,"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)",8
R-MMU-2142850,"Hyaluronan biosynthesis and export",5
R-MMU-2151201,"Transcriptional activation of mitochondrial biogenesis",10
R-MMU-216083,"Integrin cell surface interactions",74
R-MMU-2160916,"Hyaluronan uptake and degradation",12
R-MMU-2161517,"Abacavir transmembrane transport",3
R-MMU-2161541,"Abacavir metabolism",3
R-MMU-2162123,"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",12
R-MMU-2168880,"Scavenging of heme from plasma",16
R-MMU-2172127,"DAP12 interactions",17
R-MMU-217271,"FMO oxidises nucleophiles",3
R-MMU-2173788,"Downregulation of TGF-beta receptor signaling",16
R-MMU-2173789,"TGF-beta receptor signaling activates SMADs",11
R-MMU-2173791,"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",15
R-MMU-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",22
R-MMU-2173796,"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",25
R-MMU-2179392,"EGFR Transactivation by Gastrin",9
R-MMU-2187335,"The retinoid cycle in cones (daylight vision)",6
R-MMU-2214320,"Anchoring fibril formation",13
R-MMU-2243919,"Crosslinking of collagen fibrils",16
R-MMU-2299718,"Condensation of Prophase Chromosomes",41
R-MMU-2393930,"Phosphate bond hydrolysis by NUDT proteins",7
R-MMU-2395516,"Electron transport from NADPH to Ferredoxin",3
R-MMU-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",4
R-MMU-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",2
R-MMU-2408557,"Selenocysteine synthesis",1
R-MMU-2424491,"DAP12 signaling",33
R-MMU-2428928,"IRS-related events triggered by IGF1R",6
R-MMU-2428933,"SHC-related events triggered by IGF1R",6
R-MMU-2453902,"The canonical retinoid cycle in rods (twilight vision)",19
R-MMU-2454202,"Fc epsilon receptor (FCERI) signaling",14
R-MMU-2465910,"MASTL Facilitates Mitotic Progression",3
R-MMU-2467813,"Separation of Sister Chromatids",183
R-MMU-2468052,"Establishment of Sister Chromatid Cohesion",11
R-MMU-2470946,"Cohesin Loading onto Chromatin",10
R-MMU-2473224,"Antagonism of Activin by Follistatin",4
R-MMU-2485179,"Activation of the phototransduction cascade",8
R-MMU-2500257,"Resolution of Sister Chromatid Cohesion",119
