obo_id,label,M
Orphanet:2926,"Polyneuropathy - hand defect",0
Orphanet:2929,"Juvenile polyposis syndrome",3
Orphanet:2930,"Cronkhite-Canada syndrome",0
Orphanet:293150,"Familial clubfoot due to PITX1 point mutation",1
Orphanet:293165,"Skin fragility-woolly hair-palmoplantar keratoderma syndrome",2
Orphanet:293168,"Infantile-onset ascending hereditary spastic paralysis",1
Orphanet:293181,"Malignant migrating partial seizures of infancy",3
Orphanet:293381,"Epithelial recurrent erosion dystrophy",1
Orphanet:2934,"Polysyndactyly - cardiac malformation",0
Orphanet:2935,"Crossed polysyndactyly",0
Orphanet:293603,"Congenital hereditary endothelial dystrophy type II",1
Orphanet:293621,"X-linked endothelial corneal dystrophy",0
Orphanet:293633,"PYCR1-related De Barsy syndrome",1
Orphanet:293707,"Blepharophimosis-intellectual disability syndrome, MKB type",1
Orphanet:293725,"Blepharophimosis-intellectual disability syndrome, Verloes type",0
Orphanet:293822,"MITF-related melanoma and renal cell carcinoma predisposition syndrome",1
Orphanet:293825,"Congenital dyserythropoietic anemia type IV",1
Orphanet:293843,"Craniofacial-ulnar-renal syndrome",3
Orphanet:293864,"Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome",1
Orphanet:293925,"Lethal occipital encephalocele-skeletal dysplasia syndrome",1
Orphanet:293936,"EDICT syndrome",0
Orphanet:293955,"Childhood encephalopathy due to thiamine pyrophosphokinase deficiency",1
Orphanet:293958,"Hypertelorism-preauricular sinus-punctual pits-deafness syndrome",0
Orphanet:293964,"Hypoinsulinemic hypoglycemia and body hemihypertrophy",1
Orphanet:2940,Porencephaly,2
Orphanet:294016,"Microcephaly-capillary malformation syndrome",1
Orphanet:294023,"Neonatal inflammatory skin and bowel disease",2
Orphanet:294415,"Renal-hepatic-pancreatic dysplasia",2
Orphanet:2946,"Brachydactyly - long thumb",0
Orphanet:2947,"Triphalangeal thumbs - brachyectrodactyly",0
Orphanet:294937,Brachydactyly,3
Orphanet:294953,"Limb overgrowth",1
Orphanet:294965,"Lethal congenital contracture syndrome",6
Orphanet:294990,"Congenital absence/hypoplasia of fingers excluding thumb",0
Orphanet:2950,"Triphalangeal thumb - polysyndactyly syndrome",2
Orphanet:295000,"Constriction rings syndrome",0
Orphanet:295016,"Camptodactyly of fingers",0
Orphanet:2951,"Absent thumb - short stature - immunodeficiency",0
Orphanet:295187,"Zygodactyly type 1",0
Orphanet:295195,"Synpolydactyly type 1",1
Orphanet:295197,"Synpolydactyly type 2",2
Orphanet:295199,"Synpolydactyly type 3",0
Orphanet:2952,"Adducted thumbs - arthrogryposis, Christian type",0
Orphanet:2953,"Ehlers-Danlos syndrome, musculocontractural type",2
Orphanet:2957,"Guttmacher syndrome",1
Orphanet:2958,"X-linked intellectual disability - dysmorphism - cerebral atrophy",0
Orphanet:2959,"Progéria - short stature - pigmented nevi",0
Orphanet:296,Enchondromatosis,0
Orphanet:2962,"De Barsy syndrome",2
Orphanet:2963,"Progeroid syndrome, Petty type",1
Orphanet:2964,"Autosomal dominant prognathism",0
Orphanet:2966,"Properdin deficiency",1
Orphanet:2967,"Protein R deficiency",0
Orphanet:2968,"Leukocyte adhesion deficiency",3
Orphanet:2969,"Proteus-like syndrome",1
Orphanet:2970,"Prune belly syndrome",1
Orphanet:2971,"Peroxisomal acyl-CoA oxidase deficiency",1
Orphanet:2972,"Non-eruption of teeth - maxillary hypoplasia - genu valgum",0
Orphanet:2975,"46,XX disorder of sex development - skeletal anomalies",0
Orphanet:2976,"Pseudoleprechaunism syndrome, Patterson type",0
Orphanet:2978,"Chronic intestinal pseudoobstruction",1
Orphanet:298,"Mitochondrial neurogastrointestinal encephalomyopathy",3
Orphanet:2980,"Acro-oto-ocular syndrome",0
Orphanet:2983,"Disorder of sex development - intellectual disability",0
Orphanet:2985,"Pseudoprogeria syndrome",0
Orphanet:2987,"Antecubital pterygium syndrome",0
Orphanet:2988,"Pterygium colli - intellectual disability - digital anomalies",0
Orphanet:2989,"Pterygium of the conjunctiva, familial form",0
Orphanet:2990,"Autosomal recessive multiple pterygium syndrome",2
Orphanet:2994,"Short stature - craniofacial anomalies - genital hypoplasia",0
Orphanet:2995,"Baraitser-Winter syndrome",2
Orphanet:2997,"Ptosis - vocal cord paralysis",0
Orphanet:2999,"Ptosis - strabismus - ectopic pupils",0
Orphanet:30,"Hereditary orotic aciduria",1
Orphanet:300,"Bifunctional enzyme deficiency",1
Orphanet:300179,"Ehlers-Danlos syndrome, kyphoscoliotic and deafness type",1
Orphanet:300284,"Connective tissue disorder due to lysyl hydroxylase-3 deficiency",1
Orphanet:300293,"Transient infantile hypertriglyceridemia and hepatosteatosis",1
Orphanet:300298,"Severe congenital hypochromic anemia with ringed sideroblasts",1
Orphanet:3003,Pyknoachondrogenesis,0
Orphanet:300313,"Congenital cataract-hearing loss-severe developmental delay syndrome",1
Orphanet:300319,"Autosomal dominant Charcot-Marie-Tooth disease type 2P",1
Orphanet:300333,"Nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome",1
Orphanet:300337,"Congenital blindness due to retinal non-attachment",1
Orphanet:300345,"Autosomal recessive systemic lupus erythematosus",1
Orphanet:300359,"PLCG2-associated antibody deficiency and immune dysregulation",1
Orphanet:300382,"Progeroid and marfanoid aspect-lipodystrophy syndrome",1
Orphanet:300496,"Multiple congenital anomalies-hypotonia-seizures syndrome type 2",1
Orphanet:3005,"Pyle disease",1
Orphanet:300525,"Pseudohypoaldosteronism type 2D",1
Orphanet:300530,"Pseudohypoaldosteronism type 2E",1
Orphanet:300536,DDOST-CDG,1
Orphanet:300547,"Autosomal recessive infantile hypercalcemia",2
Orphanet:300570,"Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation",1
Orphanet:300573,"Polymicrogyria due to TUBB2B mutation",1
Orphanet:300576,"Oligodontia - cancer predisposition syndrome",1
Orphanet:3006,"Pyridoxine-dependent epilepsy",1
Orphanet:300605,"Juvenile amyotrophic lateral sclerosis",3
Orphanet:300751,"Familial dilated cardiomyopathy with conduction defect due to LMNA mutation",1
Orphanet:3008,"Pyruvate carboxylase deficiency",1
Orphanet:3010,"Qazi-Markouizos syndrome",0
Orphanet:3011,"Spastic tetraplegia - retinitis pigmentosa - intellectual disability",0
Orphanet:3015,"Radio-renal syndrome",0
Orphanet:3016,"Radius absent - anogenital anomalies",0
Orphanet:3019,"Ramon syndrome",0
Orphanet:302,"Epidermodysplasia verruciformis",5
Orphanet:3020,"Ramsay-Hunt syndrome",0
Orphanet:3021,"RAPADILINO syndrome",1
Orphanet:3027,"Caudal regression sequence",1
Orphanet:303,"Dystrophic epidermolysis bullosa",1
Orphanet:3032,"NPHP3-related Meckel-like syndrome",1
Orphanet:3034,"Delayed membranous cranial ossification",0
Orphanet:3035,"Growth delay - hydrocephaly - lung hypoplasia",0
Orphanet:3038,"Delayed speech - facial asymmetry - strabismus - ear lobe creases",0
Orphanet:30391,"Biliary atresia",0
Orphanet:304,"Epidermolysis bullosa simplex",2
Orphanet:3041,"Intellectual disability - balding - patella luxation - acromicria",0
Orphanet:3042,"Intellectual disability - cataracts - calcified pinnae - myopathy",1
Orphanet:3044,"Intellectual disability - dysmorphism - hypogonadism - diabetes mellitus",0
Orphanet:3047,"Blepharophimosis-intellectual disability syndrome, SBBYS type",1
Orphanet:3051,"intellectual disability - sparse hair - brachydactyly",1
Orphanet:3052,"X-linked intellectual disability - seizures - psoriasis",0
Orphanet:3056,"X-linked intellectual disability, Brooks type",0
Orphanet:3057,"Monoamine oxidase A deficiency",1
Orphanet:306,"Benign familial infantile epilepsy",3
Orphanet:3063,"X-linked intellectual disability, Snyder type",1
Orphanet:306504,"Congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome",1
Orphanet:306507,"LAMB2-related infantile-onset nephrotic syndrome",1
Orphanet:306511,"Autosomal recessive spastic paraplegia type 48",1
Orphanet:306527,"Isolated hereditary congenital facial paralysis",0
Orphanet:306530,"Congenital hereditary facial paralysis with variable hearing loss",1
Orphanet:306539,"Hereditary acrokeratotic poikiloderma of Kindler-Weary",1
Orphanet:306542,"Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome",1
Orphanet:306547,"Porencephaly-microcephaly-bilateral congenital cataract syndrome",1
Orphanet:306550,"FADD-related immunodeficiency",1
Orphanet:306558,"Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome",1
Orphanet:306577,"Sodium channelopathy-related small fiber neuropathy",2
Orphanet:306588,"Autosomal dominant Opitz G/BBB syndrome",1
Orphanet:306597,"X-linked Opitz G/BBB syndrome",1
Orphanet:306658,"Normocalcemic tumoral calcinosis",1
Orphanet:306661,"familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome",1
Orphanet:306674,"Kufor-Rakeb syndrome",1
Orphanet:306734,"Primary dystonia, DYT21 type",0
Orphanet:3068,"Intellectual disability - myopathy - short stature - endocrine defect",0
Orphanet:307,"Juvenile myoclonic epilepsy",6
Orphanet:3071,"Costello syndrome",1
Orphanet:3077,"X-linked intellectual disability - psychosis - macroorchidism",1
Orphanet:307766,"Curly hair-acral keratoderma-caries syndrome",0
Orphanet:3078,"Severe X-linked intellectual disability, Gustavson type",0
Orphanet:307837,"Focal palmoplantar keratoderma",1
Orphanet:3079,"Intellectual disability, Buenos-Aires type",0
Orphanet:307936,"Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome",0
Orphanet:308,"Unverricht-Lundborg disease",2
Orphanet:3080,"Intellectual disability, Wolff type",0
Orphanet:308380,"Methylcobalamin deficiency type cblDv1",1
Orphanet:308386,"Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A",1
Orphanet:308393,"Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B",2
Orphanet:308400,"Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C",1
Orphanet:308410,"Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency",1
Orphanet:308425,"Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency",1
Orphanet:308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",1
Orphanet:3085,"Retinitis pigmentosa - intellectual disability - deafness - hypogenitalism",0
Orphanet:3086,"Autosomal dominant vitreoretinochoroidopathy",1
Orphanet:308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",1
Orphanet:308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",1
Orphanet:308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",1
Orphanet:308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",1
Orphanet:308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",1
Orphanet:308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",1
Orphanet:3087,"Retinohepatoendocrinologic syndrome",0
Orphanet:308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",1
Orphanet:3088,"Revesz syndrome",1
Orphanet:308993,"Glycerol kinase deficiency",1
Orphanet:309015,"Familial lipoprotein lipase deficiency",1
Orphanet:309020,"Familial apolipoprotein C-II deficiency",1
Orphanet:309031,"Pancreatic triacylglycerol lipase deficiency",1
Orphanet:309108,"Pancreatic colipase deficiency",1
Orphanet:309111,"Combined pancreatic lipase-colipase deficiency",1
Orphanet:309127,"3-hydroxyacyl-CoA dehydrogenase deficiency",1
Orphanet:309147,Hyper-beta-alaninemia,0
Orphanet:309155,"Sandhoff disease, infantile form",1
Orphanet:309162,"Sandhoff disease, juvenile form",1
Orphanet:309169,"Sandhoff disease, adult form",1
Orphanet:30924,"Primary hypomagnesemia with secondary hypocalcemia",1
Orphanet:309246,"GM2-gangliosidosis, AB variant",1
Orphanet:30925,"Hereditary central diabetes insipidus",1
Orphanet:309252,"Atypical Gaucher disease due to saposin C deficiency",1
Orphanet:309263,"Metachromatic leukodystrophy, juvenile form",1
Orphanet:309297,"Mucopolysaccharidosis type 4A",1
Orphanet:309310,"Mucopolysaccharidosis type 4B",1
Orphanet:309324,"Free sialic acid storage disease, infantile form",1
Orphanet:309334,"Salla disease",1
Orphanet:3095,"Atypical Rett syndrome",3
Orphanet:309515,"Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation",1
Orphanet:3097,"Meacham syndrome",1
Orphanet:309789,"Rhizomelic chondrodysplasia punctata type 1",1
Orphanet:309796,"Rhizomelic chondrodysplasia punctata type 2",1
Orphanet:3098,"Rhizomelic syndrome, Urbach type",0
Orphanet:309803,"Rhizomelic chondrodysplasia punctata type 3",1
Orphanet:309816,"Disorder of bilirubin metabolism and excretion",1
Orphanet:309854,"Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome",1
Orphanet:31,Oxoglutaricaciduria,0
Orphanet:3101,"Richieri Costa-da Silva syndrome",0
Orphanet:3102,"Richieri Costa-Pereira syndrome",1
Orphanet:3103,"Roberts syndrome",1
Orphanet:3104,"Robin sequence - oligodactyly",0
Orphanet:31043,"Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement",1
Orphanet:3107,"Autosomal dominant Robinow syndrome",3
Orphanet:3109,"Mayer-Rokitansky-Küster-Hauser syndrome",1
Orphanet:3110,"Rombo syndrome",0
Orphanet:3111,"Rotor syndrome",2
Orphanet:31112,"Dermatofibrosarcoma protuberans",2
Orphanet:3115,"Roussy-Lévy syndrome",1
Orphanet:31150,"Tangier disease",1
Orphanet:31154,Hypobetalipoproteinemia,2
Orphanet:312,"Epidermolytic ichthyosis",2
Orphanet:3121,"Ruvalcaba syndrome",0
Orphanet:3124,Saccharopinuria,0
Orphanet:3128,"Sakati-Nyhan syndrome",0
Orphanet:3129,Sarcosinemia,1
Orphanet:313,"Lamellar ichthyosis",7
Orphanet:3132,"Say-Barber-Miller syndrome",0
Orphanet:3133,"Say-Field-Coldwell syndrome",0
Orphanet:3134,"SCARF syndrome",0
Orphanet:3135,"Familial Scheuermann disease",0
Orphanet:3137,"Alpha-N-acetylgalactosaminidase deficiency",1
Orphanet:313772,"Early-onset spastic ataxia-neuropathy syndrome",1
Orphanet:313795,"Jawad syndrome",1
Orphanet:3138,"Ulnar-mammary syndrome",1
Orphanet:313800,"Optic nerve edema-splenomegaly syndrome",0
Orphanet:313808,"Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia",1
Orphanet:313838,"Coats plus syndrome",2
Orphanet:313846,"Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome",1
Orphanet:313850,"Infantile cerebellar-retinal degeneration",1
Orphanet:313855,"FGFR2-related bent bone dysplasia",1
Orphanet:313892,"Developmental and speech delay due to SOX5 deficiency",1
Orphanet:314051,"Leukoencephalopathy - thalamus and brainstem anomalies - high lactate",1
Orphanet:314373,"Chronic diarrhea due to guanylate cyclase 2C overactivity",1
Orphanet:314376,"Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency",1
Orphanet:314381,"Hereditary sensory and autonomic neuropathy type 6",1
Orphanet:314394,"Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome",1
Orphanet:314399,"Autosomal dominant aplasia and myelodysplasia",1
Orphanet:3144,"Schneckenbecken dysplasia",1
Orphanet:314404,"Autosomal dominant cerebellar ataxia, deafness and narcolepsy",1
Orphanet:314485,"Young adult-onset distal hereditary motor neuropathy",1
Orphanet:3145,"Nephrogenic diabetes insipidus - intracranial calcification",0
Orphanet:314555,"Craniofacial dysplasia-osteopenia syndrome",1
Orphanet:314585,"15q overgrowth syndrome",0
Orphanet:314588,"Distal tetrasomy 15q",0
Orphanet:314597,"Chudley-McCullough syndrome",1
Orphanet:314603,"Autosomal recessive spastic ataxia with leukoencephalopathy",2
Orphanet:314629,"CLN11 disease",1
Orphanet:314632,"Parkinsonism due to ATP13A2 deficiency",1
Orphanet:314637,"Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency",1
Orphanet:314647,"Non-progressive cerebellar ataxia with intellectual disability",1
Orphanet:314667,TMEM165-CDG,1
Orphanet:314679,"Cerebro-facio-articular syndrome",2
Orphanet:314689,"Combined immunodeficiency due to STK4 deficiency",1
Orphanet:314701,"Primary systemic amyloidosis",4
Orphanet:314709,"Primary localized amyloidosis",1
Orphanet:314721,"Atypical dentin dysplasia due to SMOC2 deficiency",1
Orphanet:314795,"SHOX-related short stature",1
Orphanet:314802,"Short stature due to partial GHR deficiency",1
Orphanet:314811,"Short stature due to GHSR deficiency",2
Orphanet:314978,"X-linked non progressive cerebellar ataxia",0
Orphanet:314993,"Cataract-congenital heart disease-neural tube defect syndrome",0
Orphanet:3152,Sclerosteosis,2
Orphanet:3156,"Senior-Loken syndrome",8
Orphanet:3157,"Septo-optic dysplasia",1
Orphanet:316,"Progressive symmetric erythrokeratodermia",1
Orphanet:316240,"Autosomal recessive spastic ataxia",1
Orphanet:3163,"SHORT syndrome",1
Orphanet:3164,"Omphalocele syndrome, Shprintzen-Goldberg type",0
Orphanet:3166,Sialuria,1
Orphanet:3168,"Sillence syndrome",0
Orphanet:3169,Sirenomelia,1
Orphanet:317,"Erythrokeratodermia variabilis",6
Orphanet:31709,"Infantile convulsions and choreoathetosis",1
Orphanet:3172,"Eyebrow duplication - syndactyly",0
Orphanet:317425,"Severe combined immunodeficiency due to DNA-PKcs deficiency",1
Orphanet:317428,"Combined immunodeficiency due to ORAI1 deficiency",1
Orphanet:317430,"Combined immunodeficiency due to STIM1 deficiency",1
Orphanet:317473,"Pancytopenia due to IKZF1 mutations",1
Orphanet:317476,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",1
Orphanet:3175,"Spasticity - intellectual disability - X-linked epilepsy",1
Orphanet:3177,"Corneal-cerebellar syndrome",0
Orphanet:3180,"Spondylocamptodactyly syndrome",0
Orphanet:31837,"Pulmonary venoocclusive disease",1
Orphanet:3184,"Steatocystoma multiplex - natal teeth",0
Orphanet:3186,"Holoprosencephaly - radial heart renal anomalies",0
Orphanet:3191,"Subaortic stenosis - short stature",0
Orphanet:319160,"Congenital myopathy with internal nuclei and atypical cores",1
Orphanet:319182,"Wiedemann-Steiner syndrome",1
Orphanet:319189,"Familial cortical myoclonus",2
Orphanet:319192,"Diencephalic-mesencephalic junction dysplasia",1
Orphanet:319199,"Autosomal recessive spastic paraplegia type 53",1
Orphanet:3193,"Supravalvular aortic stenosis",1
Orphanet:319332,"Autosomal recessive myogenic arthrogryposis multiplex congenita",1
Orphanet:319340,"Carney complex-trismus-pseudocamptodactyly syndrome",1
Orphanet:3194,"Stern-Lubinsky-Durrie syndrome",0
Orphanet:319462,"Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations",1
Orphanet:319487,"Familial papillary or follicular thyroid carcinoma",0
Orphanet:319504,"Combined oxidative phosphorylation defect type 8",1
Orphanet:319509,"Combined oxidative phosphorylation defect type 9",1
Orphanet:319514,"Combined oxidative phosphorylation defect type 13",1
Orphanet:319519,"Combined oxidative phosphorylation defect type 14",1
Orphanet:319524,"Combined oxidative phosphorylation defect type 15",1
Orphanet:319547,"Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency",1
Orphanet:319552,"Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency",1
Orphanet:319558,"Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency",1
Orphanet:319563,"Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency",1
Orphanet:319569,"Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency",1
Orphanet:319574,"Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency",1
Orphanet:319581,"Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency",1
Orphanet:319595,"Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency",1
Orphanet:319600,"Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency",1
Orphanet:319605,"X-linked mendelian susceptibility to mycobacterial diseases",2
Orphanet:319612,"X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency",1
Orphanet:319623,"X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency",1
Orphanet:319635,"amyloidosis cutis dyschromia",1
Orphanet:319640,"Retinal macular dystrophy type 2",1
Orphanet:319646,PGM-CDG,1
Orphanet:319651,"Constitutional megaloblastic anemia with severe neurologic disease",1
Orphanet:319671,"Microcephalic primordial dwarfism, Alazami type",1
Orphanet:319675,"Microcephalic primordial dwarfism, Dauber type",1
Orphanet:319678,"Encephalopathy - hypertrophic cardiomyopathy - renal tubular disease",1
Orphanet:3197,"Hereditary hyperekplexia",4
Orphanet:3199,"Stimmler syndrome",0
Orphanet:32,"Glutathione synthetase deficiency",1
Orphanet:320,"Apparent mineralocorticoid excess",1
Orphanet:3201,"Ventricular extrasystoles with syncopal episodes - perodactyly - Robin sequence",0
Orphanet:3202,"Dehydrated hereditary stomatocytosis",2
Orphanet:3203,"Overhydrated hereditary stomatocytosis",1
Orphanet:320355,"Autosomal dominant spastic paraplegia type 41",0
Orphanet:320365,"Autosomal dominant spastic paraplegia type 36",0
Orphanet:320370,"Autosomal recessive spastic paraplegia type 43",1
Orphanet:320375,"Autosomal recessive spastic paraplegia type 55",1
Orphanet:320380,"Autosomal recessive spastic paraplegia type 54",1
Orphanet:320385,"Autosomal recessive spastic paraplegia type 49",1
Orphanet:320391,"Autosomal recessive spastic paraplegia type 46",1
Orphanet:320396,"Autosomal recessive spastic paraplegia type 45",1
Orphanet:3204,"Stormorken-Sjaastad-Langslet syndrome",1
Orphanet:320401,"Autosomal recessive spastic paraplegia type 44",1
Orphanet:320406,"Spastic paraplegia-optic atrophy-neuropathy syndrome",1
Orphanet:320411,"Autosomal recessive spastic paraplegia type 56",1
Orphanet:3205,"Sturge-Weber syndrome",1
Orphanet:3206,"Stüve-Wiedemann syndrome",1
Orphanet:3208,"Isolated succinate-CoQ reductase deficiency",3
Orphanet:321,"Multiple osteochondromas",2
Orphanet:3210,"Summitt syndrome",0
Orphanet:3214,"Deaf blind hypopigmentation syndrome, Yemenite type",0
Orphanet:3217,"Deafness -  small bowel diverticulosis - neuropathy",0
Orphanet:3218,"Deafness - epiphyseal dysplasia - short stature",0
Orphanet:3219,"Fountain syndrome",0
Orphanet:322,"Exstrophy-epispadias complex",0
Orphanet:3220,"Deafness - enamel hypoplasia - nail defects",2
Orphanet:3221,"Generalized resistance to thyroid hormone",1
Orphanet:3222,"Phosphoribosylpyrophosphate synthetase superactivity",1
Orphanet:3226,"Deafness - lymphedema - leukemia",1
Orphanet:3230,"Deafness - oligodontia",0
Orphanet:3231,"Deafness-onychodystrophy syndrome",2
Orphanet:3232,"Deafness - ear malformation - facial palsy",0
Orphanet:3233,"Cochleosaccular degeneration - cataract",0
Orphanet:3235,"Progressive deafness with stapes fixation",0
Orphanet:3236,"Conductive deafness - ptosis - skeletal anomalies",0
Orphanet:3237,"Multiple synostoses syndrome",4
Orphanet:3238,"Cardiospondylocarpofacial syndrome",1
Orphanet:3239,"Deafness - vitiligo - achalasia",0
Orphanet:324,"Fabry disease",1
Orphanet:3241,"Deafness-craniofacial syndrome",0
Orphanet:3242,"Renpenning syndrome",1
Orphanet:324262,"Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency",1
Orphanet:324290,"Early-onset Lafora body disease",1
Orphanet:324321,"Sinoatrial node dysfunction and deafness",1
Orphanet:324410,"X-linked intellectual disability - cardiomegaly - congestive heart failure",1
Orphanet:324422,ALG13-CDG,1
Orphanet:324442,"Autosomal recessive axonal neuropathy with neuromyotonia",1
Orphanet:324535,"Combined oxidative phosphorylation defect type 11",1
Orphanet:324561,"Hypopigmentation-punctate palmoplantar keratoderma syndrome",1
Orphanet:324569,"Pontocerebellar hypoplasia type 8",1
Orphanet:324588,"Familial dyskinesia and facial myokymia",1
Orphanet:3246,"Symphalangism with multiple anomalies of hands and feet",0
Orphanet:324601,"X-linked cleft palate and ankyloglossia",1
Orphanet:324604,"Classic multiminicore myopathy",1
Orphanet:324703,"Hereditary cerebral hemorrhage with amyloidosis, Piedmont type",1
Orphanet:324708,"Hereditary cerebral hemorrhage with amyloidosis, Iowa type",1
Orphanet:324713,"Hereditary cerebral hemorrhage with amyloidosis, Italian type",1
Orphanet:324718,"Hereditary cerebral hemorrhage with amyloidosis, Flemish type",1
Orphanet:324723,"Hereditary cerebral hemorrhage with amyloidosis, Arctic type",1
Orphanet:324737,SRD5A3-CDG,1
Orphanet:3248,"Distal symphalangism",0
Orphanet:324977,"Proteasome disability syndrome",1
Orphanet:324999,"JMP syndrome",1
Orphanet:325,"Congenital factor II deficiency",1
Orphanet:3250,"Proximal symphalangism",2
Orphanet:325004,"CANDLE syndrome",1
Orphanet:3253,"Zlotogora-Ogur syndrome",1
Orphanet:325448,"Leydig cell hypoplasia due to LHB deficiency",1
Orphanet:3255,"Filippi syndrome",1
Orphanet:3258,"Cenani-Lenz syndrome",1
Orphanet:3259,"Syndactyly-polydactyly-ear lobe syndrome",0
Orphanet:326,"Congenital factor V deficiency",1
Orphanet:3261,"Autoimmune lymphoproliferative syndrome",6
Orphanet:3265,"Humero-radial synostosis",0
Orphanet:3267,"Familial lambdoid synostosis",1
Orphanet:3268,"Synostosis - microcephaly - scoliosis",0
Orphanet:3269,"Radio-ulnar synostosis",0
Orphanet:327,"Congenital factor VII deficiency",1
Orphanet:3270,"Radio-ulnar synostosis - intellectual disability - hypotonia",0
Orphanet:3275,"Spondylocarpotarsal synostosis",1
Orphanet:328,"Congenital factor X deficiency",1
Orphanet:3286,"Catecholaminergic polymorphic ventricular tachycardia",5
Orphanet:3289,Taurodontism,0
Orphanet:329,"Congenital factor XI deficiency",1
Orphanet:3291,"Teebi-Shaltout syndrome",0
Orphanet:329178,"Congenital muscular dystrophy with intellectual disability and severe epilepsy",1
Orphanet:329191,"Tall stature - scoliosis - macrodactyly of the great toes",1
Orphanet:329195,"Developmental delay with autism spectrum disorder and gait instability",1
Orphanet:3292,"Tel Hashomer camptodactyly syndrome",0
Orphanet:329211,"Autosomal dominant neovascular inflammatory vitreoretinopathy",1
Orphanet:329224,"Intellectual disability - craniofacial dysmorphism - cryptorchidism",1
Orphanet:329228,"Microcephalic primordial dwarfism due to ZNF335 deficiency",1
Orphanet:329235,"X-linked central congenital hypothyroidism with late-onset testicular enlargement",1
Orphanet:329242,"Congenital chronic diarrhea with protein-losing enteropathy",1
Orphanet:329255,"Blepharophimosis-intellectual disability syndrome due to UBE3B deficiency",0
Orphanet:329258,"Autosomal dominant Charcot-Marie-Tooth disease type 2Q",1
Orphanet:329284,"Beta-propeller protein-associated neurodegeneration",1
Orphanet:329314,"Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency",1
Orphanet:329329,"Autosomal recessive frontotemporal pachygyria",0
Orphanet:329332,"Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome",0
Orphanet:329336,"Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy",1
Orphanet:3294,"Extensor tendons of finger anomalies",0
Orphanet:329457,"Distal arthrogryposis type 5D",1
Orphanet:329466,"Autosomal dominant focal dystonia, DYT25",1
Orphanet:329481,"Lipoprotein glomerulopathy",1
Orphanet:32960,"Tumor necrosis factor receptor 1 associated periodic syndrome",1
Orphanet:329802,"5p13 microduplication syndrome",0
Orphanet:329903,"Immunoglobulin-mediated membranoproliferative glomerulonephritis",1
Orphanet:329918,"Non-immunoglobulin-mediated membranoproliferative glomerulonephritis",2
Orphanet:329931,"C3 glomerulonephritis",1
