UniProt,Symbol,Expression Source,Expression Tissue,Expression Numeric Value,Expression Uberon ID,Expression Soure ID
O14646,CHD1,JensenLab TISSUES,Spermatogonium,0.805,CL:0000020,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Gastrula,0.79,UBERON:0004734,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Spermatocyte,0.786,CL:0000017,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Neural tube,0.781,UBERON:0001049,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Adult liver stem cell,0.758,CL:0002196,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Yolk sac,0.75,UBERON:0001040,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,M cell,0.739,CL:0000682,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Thymocyte,0.732,CL:0000893,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Somite,0.722,UBERON:0002329,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Jaw,0.718,UBERON:0001708,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Hindgut,0.703,UBERON:0001046,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Palate,0.703,UBERON:0001716,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Mammary epithelium,0.693,UBERON:0003244,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Secondary oocyte,0.668,CL:0000655,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Mesendoderm,0.667,UBERON:0000089,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Primary oocyte,0.655,CL:0000654,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Coelom,0.622,UBERON:0002323,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Neural plate,0.592,UBERON:0003075,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Sertoli cell,0.587,CL:0000216,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Erythroblast,0.573,CL:0000765,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Collecting duct,0.538,UBERON:0001232,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Seminiferous tubule,0.534,UBERON:0001343,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Stratified epithelium,0.531,UBERON:0000486,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Neocortex,0.519,UBERON:0001950,ENSP00000483667
O14646,CHD1,JensenLab TISSUES,Semicircular canal,0.516,UBERON:0001840,ENSP00000483667
Q8IWX8,CHERP,JensenLab TISSUES,Soleus,1.049,UBERON:0001389,ENSP00000439856
Q8IWX8,CHERP,JensenLab TISSUES,Semitendinosus,0.537,UBERON:0001375,ENSP00000439856
Q8IWX8,CHERP,JensenLab TISSUES,Bronchial epithelium,0.114,UBERON:0002031,ENSP00000439856
Q99653,CHP1,JensenLab TISSUES,Cerebellar Purkinje cell,0.816,CL:0000121,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Cerebral gyrus,0.695,UBERON:0000200,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Cingulate gyrus,0.695,UBERON:0002967,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Sublingual gland,0.61,UBERON:0001832,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Oxyntic cell,0.556,CL:0000162,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Dorsal striatum,0.552,UBERON:0005382,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Henles loop,0.547,UBERON:0001288,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Pinealocyte,0.517,CL:0000652,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Muscularis mucosa,0.514,UBERON:0006676,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Nucleus lentiformis,0.462,UBERON:0002263,ENSP00000335632
Q99653,CHP1,JensenLab TISSUES,Olfactory bulb,0.312,UBERON:0002264,ENSP00000335632
O94983,CAMTA2,JensenLab TISSUES,Interventricular septum,0.847,UBERON:0002094,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Corticotropic cell,0.817,CL:0002309,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Granulosa cell,0.799,CL:0000501,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Immature ovarian follicle,0.79,UBERON:0000035,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Skeletal muscle cell,0.72,CL:0000188,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Heart valve,0.718,UBERON:0000946,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Hyalocyte,0.664,CL:0000142,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Centrum semiovale,0.61,UBERON:0008967,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Photoreceptor cell,0.579,CL:0000210,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Trabecula,0.535,UBERON:0000440,ENSP00000412886
O94983,CAMTA2,JensenLab TISSUES,Endocardium,0.531,UBERON:0002165,ENSP00000412886
Q8NA66,CNBD1,JensenLab TISSUES,Secretory cell,0.999,CL:0000151,ENSP00000430073
Q8NA66,CNBD1,JensenLab TISSUES,Colon sigmoideum,0.643,UBERON:0001159,ENSP00000430073
Q96M20,CNBD2,JensenLab TISSUES,Anterior horn,0.894,UBERON:0002257,ENSP00000340954
Q96M20,CNBD2,JensenLab TISSUES,Seminiferous epithelium,0.692,UBERON:0004813,ENSP00000340954
Q96M20,CNBD2,JensenLab TISSUES,Vas deferens,0.683,UBERON:0001000,ENSP00000340954
Q96M20,CNBD2,JensenLab TISSUES,Uterine horn,0.622,UBERON:0002247,ENSP00000340954
Q96M20,CNBD2,JensenLab TISSUES,Cerebral gray matter,0.53,UBERON:0005401,ENSP00000340954
Q86VU5,COMTD1,JensenLab TISSUES,Saliva,0.885,UBERON:0001836,ENSP00000361616
Q86VU5,COMTD1,JensenLab TISSUES,Claw,0.689,UBERON:0001705,ENSP00000361616
Q86VU5,COMTD1,JensenLab TISSUES,Toe,0.546,UBERON:0001466,ENSP00000361616
P42695,NCAPD3,JensenLab TISSUES,Mesothelium,1.213,UBERON:0001136,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Primary spermatocyte,0.974,CL:0000656,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Secondary spermatocyte,0.88,CL:0000657,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Colonic epithelial cell,0.783,CL:0002253,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Gonadotrophic cell,0.726,CL:0000437,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Peritoneal mesothelium,0.667,UBERON:0005669,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Body wall,0.596,UBERON:0000309,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Paw,0.532,UBERON:0002470,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Theca externa,0.502,UBERON:0000156,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Ophthalmic nerve,0.061,UBERON:0000348,ENSP00000433681
P42695,NCAPD3,JensenLab TISSUES,Trigeminal nerve,0.061,UBERON:0001645,ENSP00000433681
Q8IYT2,CMTR2,JensenLab TISSUES,Foot muscle,1.427,UBERON:0001498,ENSP00000337512
Q8IYT2,CMTR2,JensenLab TISSUES,Sclera,0.798,UBERON:0001773,ENSP00000337512
Q8IYT2,CMTR2,JensenLab TISSUES,Choroid,0.704,UBERON:0001776,ENSP00000337512
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Arachnoid barrier layer,1.14,UBERON:0000437,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Endochondral bone,1.032,UBERON:0002513,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Calvarium,1.026,UBERON:0003128,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Small saphenous vein,0.845,UBERON:0001547,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Osteocyte,0.776,CL:0000137,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Long bone,0.753,UBERON:0002495,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Bone matrix,0.748,UBERON:0014730,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Metanephron,0.719,UBERON:0000081,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Zona pellucida,0.681,UBERON:0000086,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Hair follicle inner root sheath,0.681,UBERON:0005941,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Iris sphincter muscle,0.653,UBERON:0001607,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Iris smooth muscle,0.542,UBERON:0004234,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Follicular fluid,0.532,UBERON:0000038,ENSP00000366474
Q9NSA3,CTNNBIP1,JensenLab TISSUES,Iris,0.527,UBERON:0001769,ENSP00000366474
Q96KP4,CNDP2,HPA Protein,skin 2 - cells in corneal layer,,UBERON:0001985,ENSG00000133313
Q96KP4,CNDP2,HPA Protein,skin 2 - extracellular matrix,,GO:0031012,ENSG00000133313
Q96KP4,CNDP2,HPA Protein,skin 2 - langerhans cells,,CL:0000453,ENSG00000133313
Q96KP4,CNDP2,JensenLab TISSUES,Lymph,1.88,UBERON:0002391,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Fascia,1.626,UBERON:0008982,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Superior vena cava,1.486,UBERON:0001585,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Pleura,1.463,UBERON:0000977,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Pelvis,1.431,UBERON:0002355,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Hypopharynx,1.419,UBERON:0001051,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Oropharynx,1.392,UBERON:0001729,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Orbit,1.343,UBERON:0001697,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Proximal deep inguinal lymph node,1.261,UBERON:0015895,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Larynx,1.222,UBERON:0001737,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Epiglottis,1.181,UBERON:0000388,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Seminal plasma,1.167,UBERON:0006530,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Inferior mesenteric artery,1.097,UBERON:0001183,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Colon transversum,1.064,UBERON:0001157,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Bulbourethral gland,1.049,UBERON:0002366,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Anal canal,1.038,UBERON:0000159,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Posterior lobe,0.927,UBERON:0003217,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Thigh,0.9,UBERON:0000376,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Thigh muscle,0.859,UBERON:0004252,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Medial pterygoid muscle,0.83,UBERON:0006718,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Sternocleidomastoid muscle,0.791,UBERON:0001128,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Small intestine mucosa,0.789,UBERON:0001204,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Laryngeal cartilage,0.783,UBERON:0001739,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Deep inguinal lymph node,0.78,UBERON:0009006,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Maxillary nerve,0.765,UBERON:0000377,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Mandible,0.742,UBERON:0001684,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Mandibular nerve,0.726,UBERON:0000375,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Colon ascendens,0.719,UBERON:0001156,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Vastus lateralis,0.705,UBERON:0001379,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Cardia,0.704,UBERON:0001162,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Groin,0.674,UBERON:0008337,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Thorax muscle,0.663,UBERON:0004464,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Loin,0.643,UBERON:0005462,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Neurohypophysis,0.642,UBERON:0002198,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Tectum mesencephali,0.636,UBERON:0002314,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Submandibular gland,0.628,UBERON:0001736,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Gracilis muscle,0.619,UBERON:0000950,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Fast twitch muscle fiber,0.617,CL:0002214,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Regio orbitalis,0.617,UBERON:0000019,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Quadriceps,0.612,UBERON:0001377,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Epididymal epithelium,0.6,UBERON:0004544,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Glottis,0.595,UBERON:0002486,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Anus,0.592,UBERON:0001245,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Intercostal muscle,0.591,UBERON:0001111,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Visual cortex,0.588,UBERON:0000411,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Thyroid cartilage,0.588,UBERON:0001738,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Extensor,0.577,UBERON:0000311,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Hippocampal pyramidal layer,0.562,UBERON:0002313,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Pyramidal neuron,0.562,CL:0000598,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Spinal nerve,0.556,UBERON:0001780,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Forearm,0.553,UBERON:0002386,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Colon descendens,0.538,UBERON:0001158,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Fibula,0.534,UBERON:0001446,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Buccal mucosa,0.511,UBERON:0006956,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Scapula,0.503,UBERON:0006849,ENSP00000325548
Q96KP4,CNDP2,JensenLab TISSUES,Parotid gland,0.502,UBERON:0001831,ENSP00000325548
Q13956,PDE6H,JensenLab TISSUES,Retinal cone,2.262,CL:0000573,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Outer nuclear layer,2.098,UBERON:0001789,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Inner nuclear layer,1.925,UBERON:0001791,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Retinal rod,1.668,CL:0000604,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Amacrine cell,1.454,CL:0000561,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Inner plexiform layer,1.421,UBERON:0001795,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Neural retina,1.378,UBERON:0003902,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Lens epithelium,0.835,UBERON:0001803,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Lens fiber,0.69,UBERON:0002444,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Retinal pigment epithelium cell,0.611,CL:0002586,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Lens cortex,0.608,UBERON:0000389,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Vitreous humor,0.555,UBERON:0001797,ENSP00000266395
Q13956,PDE6H,JensenLab TISSUES,Vitreous chamber of the eye,0.537,UBERON:0001799,ENSP00000266395
O95476,CTDNEP1,JensenLab TISSUES,Branchial arch,0.894,UBERON:0002539,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Perichondrium,0.867,UBERON:0002222,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Epineurium,0.778,UBERON:0000124,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Limb bud,0.745,UBERON:0004347,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Epiphyseal growth plate,0.712,UBERON:0002516,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Sternum,0.681,UBERON:0000975,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Femoral muscle,0.676,UBERON:0014847,ENSP00000461749
O95476,CTDNEP1,JensenLab TISSUES,Nerve trunk,0.646,UBERON:0002464,ENSP00000461749
Q9BYD5,CNFN,JensenLab TISSUES,Hair shaft,1.526,UBERON:0002074,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Stratum corneum,1.411,UBERON:0002027,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Hair,1.315,UBERON:0001037,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Corneocyte,1.307,CL:0002153,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Vaginal epithelium,1.184,UBERON:0001344,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Hair follicle,1.021,UBERON:0002073,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Female urethra,0.97,UBERON:0001334,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Esophageal epithelium,0.947,UBERON:0001976,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Corneal epithelium,0.906,UBERON:0001772,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Scalp,0.715,UBERON:0000403,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Juxtaglomerular apparatus,0.631,UBERON:0002303,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Hair follicle outer root sheath,0.539,UBERON:0005942,ENSP00000222032
Q9BYD5,CNFN,JensenLab TISSUES,Goblet cell,0.517,CL:0000160,ENSP00000222032
Q969H4,CNKSR1,JensenLab TISSUES,Neuroepithelium,4.0,UBERON:0034705,ENSP00000363371
Q969H4,CNKSR1,JensenLab TISSUES,Female pudendum,1.101,UBERON:0000997,ENSP00000363371
Q969H4,CNKSR1,JensenLab TISSUES,External female genital organ,1.097,UBERON:0005056,ENSP00000363371
Q969H4,CNKSR1,JensenLab TISSUES,Occipital pole,0.577,UBERON:0002902,ENSP00000363371
Q969H4,CNKSR1,JensenLab TISSUES,Incisor,0.54,UBERON:0001098,ENSP00000363371
Q969H4,CNKSR1,JensenLab TISSUES,Tooth enamel,0.511,UBERON:0001752,ENSP00000363371
Q6P9H4,CNKSR3,JensenLab TISSUES,Posterior chamber of the eye,0.874,UBERON:0001767,ENSP00000475915
Q6P9H4,CNKSR3,JensenLab TISSUES,Medial amygdaloid nucleus,0.673,UBERON:0002892,ENSP00000475915
Q6P9H4,CNKSR3,JensenLab TISSUES,Central amygdaloid nucleus,0.584,UBERON:0002883,ENSP00000475915
Q6P9H4,CNKSR3,JensenLab TISSUES,Interneuron,0.557,CL:0000099,ENSP00000475915
O95406,CNIH1,JensenLab TISSUES,Dental papilla,0.786,UBERON:0001763,ENSP00000216416
O95406,CNIH1,JensenLab TISSUES,Odontoblast,0.681,CL:0000060,ENSP00000216416
O95406,CNIH1,JensenLab TISSUES,Dentin,0.586,UBERON:0001751,ENSP00000216416
O95406,CNIH1,JensenLab TISSUES,Inner hair cell,0.54,CL:0000589,ENSP00000216416
Q3B7I2,CNPY1,JensenLab TISSUES,Notochord,0.99,UBERON:0002328,ENSP00000317439
Q3B7I2,CNPY1,JensenLab TISSUES,Cavum septum pellucidum,0.929,UBERON:0009857,ENSP00000317439
Q3B7I2,CNPY1,JensenLab TISSUES,Pars compacta,0.846,UBERON:0001965,ENSP00000317439
Q3B7I2,CNPY1,JensenLab TISSUES,Sebaceous gland,0.801,UBERON:0001821,ENSP00000317439
Q3B7I2,CNPY1,JensenLab TISSUES,Sensory ganglion,0.574,UBERON:0001800,ENSP00000317439
Q3B7I2,CNPY1,JensenLab TISSUES,Cholinergic neuron,0.516,CL:0000108,ENSP00000317439
P18545,PDE6G,JensenLab TISSUES,Iris dilator muscle,0.999,UBERON:0001608,ENSP00000328412
P18545,PDE6G,JensenLab TISSUES,Extraocular muscle,0.916,UBERON:0001601,ENSP00000328412
P18545,PDE6G,JensenLab TISSUES,Lens nucleus,0.853,UBERON:0000390,ENSP00000328412
P18545,PDE6G,JensenLab TISSUES,Head muscle,0.633,UBERON:0002376,ENSP00000328412
P18545,PDE6G,JensenLab TISSUES,Middle ear,0.588,UBERON:0001756,ENSP00000328412
Q9P232,CNTN3,JensenLab TISSUES,Plasma cell,4.0,CL:0000786,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Bone marrow cell,4.0,CL:0002092,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Rectus femoris,1.108,UBERON:0001378,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Accessory olfactory bulb,0.869,UBERON:0004069,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Olfactory receptor neuron,0.851,CL:0000207,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Olfactory epithelium,0.752,UBERON:0001997,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Posterior cardinal vein,0.727,UBERON:0002065,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Eyelid,0.688,UBERON:0001711,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Olfactory organ,0.681,UBERON:0002268,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,External iliac artery,0.669,UBERON:0001308,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Foot,0.556,UBERON:0002387,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Abdominal muscle,0.553,UBERON:0002378,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Corneal epithelial cell,0.552,CL:0000575,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Dura mater,0.515,UBERON:0002363,ENSP00000263665
Q9P232,CNTN3,JensenLab TISSUES,Renal vein,0.51,UBERON:0001140,ENSP00000263665
Q6PJW8,CNST,JensenLab TISSUES,Fourth ventricle,1.032,UBERON:0002422,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Ventral striatum,0.865,UBERON:0005403,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Median eminence,0.808,UBERON:0002197,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Infundibulum,0.746,UBERON:0002434,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Cancellous bone,0.563,UBERON:0002483,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Adenohypophysis,0.545,UBERON:0002196,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Anterior lobe,0.529,UBERON:0002131,ENSP00000355470
Q6PJW8,CNST,JensenLab TISSUES,Hypothalamic nucleus,0.511,UBERON:0006568,ENSP00000355470
P26992,CNTFR,JensenLab TISSUES,Tanycyte,1.233,CL:0002085,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Ependymocyte,1.104,CL:0000065,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Ependymal epithelium,1.056,UBERON:0004670,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Neuroblast,0.98,CL:0000031,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Flexor,0.903,UBERON:0000366,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Basal forebrain,0.776,UBERON:0002743,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Medial septum,0.676,UBERON:0001877,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Nerve plexus,0.626,UBERON:0001810,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Chamber of the eye,0.59,UBERON:0006311,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Diagonal band,0.577,UBERON:0002741,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Leydig cell,0.527,CL:0000178,ENSP00000368265
P26992,CNTFR,JensenLab TISSUES,Lymphoid progenitor cell,0.517,CL:0000838,ENSP00000368265
Q9NXG0,CNTLN,JensenLab TISSUES,Neuroepithelial cell,1.362,CL:0000710,ENSP00000370021
Q9NXG0,CNTLN,JensenLab TISSUES,Tracheal epithelium,1.04,UBERON:0001901,ENSP00000370021
Q9NXG0,CNTLN,JensenLab TISSUES,Hallux,0.653,UBERON:0003631,ENSP00000370021
Q9NXG0,CNTLN,JensenLab TISSUES,Pavement epithelium,0.65,UBERON:0000490,ENSP00000370021
Q9NXG0,CNTLN,JensenLab TISSUES,Atrial appendage,0.518,UBERON:0006618,ENSP00000370021
H3BRN8,C15orf65,JensenLab TISSUES,Theca cell,0.698,CL:0000590,ENSP00000456337
Q01955,COL4A3,JensenLab TISSUES,Stria vascularis,1.444,UBERON:0002282,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Capillary endothelium,1.397,UBERON:0001915,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Cochlear labyrinth,1.38,UBERON:0002499,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Lymph vessel,1.353,UBERON:0001473,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Capillary endothelial cell,1.226,CL:0002144,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Lymphatic endothelium,1.137,UBERON:0002042,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Renal parenchyma,1.134,UBERON:0008987,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Lymphatic endothelial cell,1.089,CL:0002138,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Amniotic fluid,1.041,UBERON:0000173,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Bony labyrinth,0.965,UBERON:0001839,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Outer hair cell,0.905,CL:0000601,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Gastric gland,0.9,UBERON:0000325,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Perilymphatic space,0.899,UBERON:0002278,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Macula densa,0.886,UBERON:0002335,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Tendon,0.876,UBERON:0000043,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Anterior chamber of the eye,0.832,UBERON:0001766,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Conjunctiva,0.8,UBERON:0001811,ENSP00000379823
