acc,gene
Q9C0G6,DNAH6
Q8WXX0,DNAH7
Q96JB1,DNAH8
Q9NYC9,DNAH9
Q9UI46,DNAI1
Q9GZS0,DNAI2
P31689,DNAJA1
O60884,DNAJA2
Q96EY1,DNAJA3
Q8WW22,DNAJA4
P25685,DNAJB1
Q9UBS4,DNAJB11
Q9NXW2,DNAJB12
P59910,DNAJB13
Q8TBM8,DNAJB14
P25686,DNAJB2
Q8WWF6,DNAJB3
Q9UDY4,DNAJB4
O75953,DNAJB5
O75190,DNAJB6
Q7Z6W7,DNAJB7
Q8NHS0,DNAJB8
Q9UBS3,DNAJB9
Q96KC8,DNAJC1
Q8IXB1,DNAJC10
Q9NVH1,DNAJC11
Q9UKB3,DNAJC12
O75165,DNAJC13
Q6Y2X3,DNAJC14
Q9Y5T4,DNAJC15
Q9Y2G8,DNAJC16
Q9NVM6,DNAJC17
Q9H819,DNAJC18
Q96DA6,DNAJC19
Q99543,DNAJC2
Q5F1R6,DNAJC21
Q8N4W6,DNAJC22
Q6P3W2,DNAJC24
Q9H1X3,DNAJC25
Q9NZQ0,DNAJC27
Q9NX36,DNAJC28
Q13217,DNAJC3
Q96LL9,DNAJC30
Q9NNZ3,DNAJC4
Q9H3Z4,DNAJC5
Q9UF47,DNAJC5B
Q8N7S2,DNAJC5G
O75061,DNAJC6
Q99615,DNAJC7
O75937,DNAJC8
Q8WXX5,DNAJC9
A6NH13,DNAJC9-AS1
Q4LDG9,DNAL1
O96015,DNAL4
O14645,DNALI1
P24855,DNASE1
P49184,DNASE1L1
Q92874,DNASE1L2
Q13609,DNASE1L3
O00115,DNASE2
Q8WZ79,DNASE2B
Q8IYX4,DND1
Q8NFT8,DNER
Q96M86,DNHD1
Q5SXM8,DNLZ
Q05193,DNM1
O00429,DNM1L
Q6PK57,DNM1P34
Q6ZS02,DNM1P46
P50570,DNM2
Q9UQ16,DNM3
Q6XZF7,DNMBP
P26358,DNMT1
Q9Y6K1,DNMT3A
Q9UBC3,DNMT3B
Q9UJW3,DNMT3L
Q9ULA0,DNPEP
O43598,DNPH1
P04053,DNTT
Q9H147,DNTTIP1
Q5QJE6,DNTTIP2
Q14183,DOC2A
Q14184,DOC2B
Q14185,DOCK1
Q96BY6,DOCK10
Q5JSL3,DOCK11
Q92608,DOCK2
Q8IZD9,DOCK3
Q8N1I0,DOCK4
Q9H7D0,DOCK5
Q96HP0,DOCK6
Q96N67,DOCK7
Q8NF50,DOCK8
Q9BZ29,DOCK9
Q9BU89,DOHH
Q99704,DOK1
O60496,DOK2
Q7L591,DOK3
Q8TEW6,DOK4
Q9P104,DOK5
Q6PKX4,DOK6
Q18PE1,DOK7
Q9UPQ8,DOLK
Q86YN1,DOLPP1
Q9NYP3,DONSON
Q5JWR5,DOP1A
Q9Y3R5,DOP1B
Q8TEK3,DOT1L
Q9H3H5,DPAGT1
Q9BVM2,DPCD
P16444,DPEP1
Q9H4A9,DPEP2
A0A0U1RQF7,DPEP2NB
Q9H4B8,DPEP3
Q92782,DPF1
Q92785,DPF2
Q92784,DPF3
Q9BZG8,DPH1
Q9BQC3,DPH2
Q96FX2,DPH3
Q9H4G8,DPH3P1
Q9H2P9,DPH5
Q7L8W6,DPH6
Q9BTV6,DPH7
O60762,DPM1
O94777,DPM2
Q9P2X0,DPM3
Q8N608,DPP10
Q9NY33,DPP3
P27487,DPP4
P42658,DPP6
Q9UHL4,DPP7
Q6V1X1,DPP8
Q86TI2,DPP9
Q7Z7J5,DPPA2
Q6W0C5,DPPA3
Q7L190,DPPA4
A6NC42,DPPA5
A6NFQ7,DPRX
Q07507,DPT
Q2PZI1,DPY19L1
Q6NUT2,DPY19L2
Q6NXN4,DPY19L2P1
Q6ZN68,DPY19L2P2
Q6ZPD9,DPY19L3
Q7Z388,DPY19L4
Q9C005,DPY30
Q12882,DPYD
Q14117,DPYS
Q16555,DPYSL2
Q14195,DPYSL3
O14531,DPYSL4
Q9BPU6,DPYSL5
Q8TE96,DQX1
Q01658,DR1
Q8N682,DRAM1
Q6UX65,DRAM2
Q14919,DRAP1
Q8NBI3,DRAXIN
Q96MC2,DRC1
Q9H069,DRC3
Q8IY82,DRC7
P21728,DRD1
P14416,DRD2
P35462,DRD3
P21917,DRD4
P21918,DRD5
Q9Y295,DRG1
P55039,DRG2
A6NNA5,DRGX
Q6PGQ1,DRICH1
Q9NRR4,DROSHA
Q13474,DRP2
Q08554,DSC1
Q02487,DSC2
Q14574,DSC3
O60469,DSCAM
Q8TD84,DSCAML1
Q9BVC3,DSCC1
P59022,DSCR10
P56555,DSCR4
Q96T75,DSCR8
P59020,DSCR9
Q9UL01,DSE
Q8IZU8,DSEL
Q02413,DSG1
Q14126,DSG2
P32926,DSG3
Q86SJ6,DSG4
Q9H410,DSN1
P15924,DSP
Q9NZW4,DSPP
Q03001,DST
P60981,DSTN
Q6XUX3,DSTYK
Q8TEA8,DTD1
Q96FN9,DTD2
Q6ZMT9,DTHD1
Q9NZJ0,DTL
Q9Y4J8,DTNA
O60941,DTNB
Q96EV8,DTNBP1
Q8N5C7,DTWD1
Q8NBA8,DTWD2
Q86Y01,DTX1
Q86UW9,DTX2
Q8N9I9,DTX3
Q8TDB6,DTX3L
Q9Y2E6,DTX4
P23919,DTYMK
Q9NRD9,DUOX1
Q9NRD8,DUOX2
Q1HG43,DUOXA1
Q1HG44,DUOXA2
Q68J44,DUPD1
Q6P1R4,DUS1L
Q9NX74,DUS2
Q96G46,DUS3L
O95620,DUS4L
P28562,DUSP1
Q9Y6W6,DUSP10
O75319,DUSP11
Q9UNI6,DUSP12
Q9UII6,DUSP13
Q6B8I1,DUSP13
O95147,DUSP14
Q9H1R2,DUSP15
Q9BY84,DUSP16
Q8NEJ0,DUSP18
Q8WTR2,DUSP19
Q05923,DUSP2
Q9H596,DUSP21
Q9NRW4,DUSP22
Q9BVJ7,DUSP23
Q9BV47,DUSP26
Q5VZP5,DUSP27
Q4G0W2,DUSP28
P51452,DUSP3
Q13115,DUSP4
Q16690,DUSP5
Q16828,DUSP6
Q16829,DUSP7
Q13202,DUSP8
Q99956,DUSP9
P33316,DUT
O43812,DUX1
Q96PT4,DUX3
Q9UBX2,DUX4
P0CJ85,DUX4L2
P0CJ86,DUX4L3
P0CJ87,DUX4L4
P0CJ88,DUX4L5
P0CJ89,DUX4L6
P0CJ90,DUX4L7
Q6RFH8,DUX4L9
Q96PT3,DUX5
A6NLW8,DUXA
A0A1W2PPF3,DUXB
O14640,DVL1
P54792,DVL1P1
O14641,DVL2
Q92997,DVL3
O77932,DXO
Q8WWB3,DYDC1
Q96IM9,DYDC2
Q7RTS9,DYM
Q8N1N2,DYNAP
Q14204,DYNC1H1
O14576,DYNC1I1
Q13409,DYNC1I2
Q9Y6G9,DYNC1LI1
O43237,DYNC1LI2
Q8NCM8,DYNC2H1
Q8TCX1,DYNC2LI1
P63167,DYNLL1
Q96FJ2,DYNLL2
Q9NP97,DYNLRB1
Q8TF09,DYNLRB2
P63172,DYNLT1
P51808,DYNLT3
Q13627,DYRK1A
Q9Y463,DYRK1B
Q92630,DYRK2
O43781,DYRK3
Q9NR20,DYRK4
O75923,DYSF
A2CJ06,DYTN
Q9NVP4,DZANK1
Q86YF9,DZIP1
Q8IYY4,DZIP1L
Q86Y13,DZIP3
Q01094,E2F1
Q14209,E2F2
O00716,E2F3
Q16254,E2F4
Q15329,E2F5
O75461,E2F6
Q96AV8,E2F7
A0AVK6,E2F8
Q66K89,E4F1
Q96JC9,EAF1
Q96CJ1,EAF2
Q56P03,EAPP
Q5JPH6,EARS2
O00559,EBAG9
Q9UH73,EBF1
Q9HAK2,EBF2
Q9H4W6,EBF3
Q9BQW3,EBF4
Q14213,EBI3
P0CF75,EBLN1
Q6P2I7,EBLN2
Q99848,EBNA1BP2
Q15125,EBP
Q9BY08,EBPL
O95905,ECD
P42892,ECE1
P0DPD6,ECE2
O95672,ECEL1
Q13011,ECH1
Q9NTX5,ECHDC1
Q86YB7,ECHDC2
Q96DC8,ECHDC3
P30084,ECHS1
P42126,ECI1
O75521,ECI2
Q16610,ECM1
O94769,ECM2
Q5VYK3,ECPAS
Q9H1Z8,ECRG4
Q19T08,ECSCR
Q9BQ95,ECSIT
Q9H8V3,ECT2
Q008S8,ECT2L
Q92838,EDA
Q9HAV5,EDA2R
Q9UNE0,EDAR
Q8WWZ3,EDARADD
Q96F86,EDC3
Q6P2E9,EDC4
A0A1B0GTR0,EDDM13
Q14507,EDDM3A
P56851,EDDM3B
Q92611,EDEM1
Q9BV94,EDEM2
Q9BZQ6,EDEM3
O60869,EDF1
O43854,EDIL3
P05305,EDN1
P20800,EDN2
P14138,EDN3
P25101,EDNRA
P24530,EDNRB
Q3B7T1,EDRF1
Q15075,EEA1
O75530,EED
P68104,EEF1A1
Q5VTE0,EEF1A1P5
Q05639,EEF1A2
Q8WVE0,EEF1AKMT1
Q5JPI9,EEF1AKMT2
Q96AZ1,EEF1AKMT3
P0DPD7,EEF1AKMT4
P0DPD8,EEF1AKMT4-ECE2
Q8N6R0,EEF1AKNMT
P24534,EEF1B2
P29692,EEF1D
Q658K8,EEF1DP3
O43324,EEF1E1
P26641,EEF1G
P13639,EEF2
O00418,EEF2K
Q96G04,EEF2KMT
P57772,EEFSEC
Q7L9B9,EEPD1
Q9HAE3,EFCAB1
A6NFE3,EFCAB10
Q9BUY7,EFCAB11
Q6NXP0,EFCAB12
Q8IY85,EFCAB13
O75071,EFCAB14
Q5VUJ9,EFCAB2
Q8N7B9,EFCAB3
A4FU69,EFCAB5
Q5THR3,EFCAB6
A8K855,EFCAB7
A8MWE9,EFCAB8
A8MZ26,EFCAB9
Q9HA90,EFCC1
Q12805,EFEMP1
O95967,EFEMP2
Q8N7U6,EFHB
Q5JVL4,EFHC1
Q5JST6,EFHC2
Q9BUP0,EFHD1
Q96C19,EFHD2
Q7Z2Z2,EFL1
P20827,EFNA1
O43921,EFNA2
P52797,EFNA3
P52798,EFNA4
P52803,EFNA5
P98172,EFNB1
P52799,EFNB2
Q15768,EFNB3
Q14156,EFR3A
Q9Y2G0,EFR3B
O43281,EFS
Q15029,EFTUD2
P01133,EGF
Q0D2K5,EGFEM1P
Q8IUX8,EGFL6
Q9UHF1,EGFL7
Q99944,EGFL8
Q63HQ2,EGFLAM
P00533,EGFR
Q9GZT9,EGLN1
Q96KS0,EGLN2
Q9H6Z9,EGLN3
P18146,EGR1
P11161,EGR2
Q06889,EGR3
Q05215,EGR4
Q8NDI1,EHBP1
Q8N3D4,EHBP1L1
Q9H4M9,EHD1
Q9NZN4,EHD2
Q9NZN3,EHD3
Q9H223,EHD4
Q9NZC4,EHF
Q08426,EHHADH
Q9H9B1,EHMT1
Q96KQ7,EHMT2
O14681,EI24
Q9Y6B2,EID1
Q8N6I1,EID2
Q96D98,EID2B
Q8N140,EID3
P41567,EIF1
Q8N9N8,EIF1AD
P47813,EIF1AX
O14602,EIF1AY
O60739,EIF1B
Q9BY44,EIF2A
Q9BQI3,EIF2AK1
P19525,EIF2AK2
Q9NZJ5,EIF2AK3
Q9P2K8,EIF2AK4
Q14232,EIF2B1
P49770,EIF2B2
Q9NR50,EIF2B3
Q9UI10,EIF2B4
Q13144,EIF2B5
P41214,EIF2D
P05198,EIF2S1
P20042,EIF2S2
P41091,EIF2S3
Q2VIR3,EIF2S3B
Q14152,EIF3A
P55884,EIF3B
Q99613,EIF3C
B5ME19,EIF3CL
